gene_id,phyloP_cds,phyloP_gene_body,phastCons_cds,phastCons_gene_body
ENSG00000151224,4.358970,0.093397,0.792591,0.077817
ENSG00000151229,3.794906,0.088844,0.908816,0.074721
ENSG00000151233,3.774834,0.160769,0.842982,0.082851
ENSG00000151239,4.375687,0.654144,0.941578,0.180132
ENSG00000151287,3.334692,0.852656,0.964381,0.269097
ENSG00000151304,2.048363,0.141924,0.562725,0.092267
ENSG00000151353,2.463324,-0.160467,0.689138,0.057084
ENSG00000151364,2.191901,0.260514,0.587391,0.125891
ENSG00000151365,1.605880,1.605880,0.447806,0.447806
ENSG00000151366,1.640080,0.121917,0.708622,0.101972
ENSG00000151376,4.260475,0.110851,0.878879,0.091722
ENSG00000151379,2.171630,2.171630,0.569245,0.569245
ENSG00000151413,3.447803,0.174451,0.832383,0.141309
ENSG00000151422,4.674727,0.145023,0.952473,0.099797
ENSG00000151458,4.414563,0.540291,0.899254,0.141288
ENSG00000151461,5.173268,0.255830,0.973805,0.097409
ENSG00000151468,3.719532,0.008480,0.862177,0.057825
ENSG00000151498,4.373870,0.381886,0.803363,0.111815
ENSG00000151500,3.200765,0.482370,0.759120,0.140704
ENSG00000151532,5.381502,0.397557,0.971209,0.173109
ENSG00000151572,5.079450,0.142279,0.954194,0.085328
ENSG00000151575,2.553376,0.145797,0.769785,0.139657
ENSG00000151576,3.577024,0.361540,0.855389,0.136669
ENSG00000151577,3.980944,0.252092,0.835416,0.118904
ENSG00000151611,3.740418,0.368431,0.792109,0.118494
ENSG00000151615,4.807125,4.175050,0.909129,0.870975
ENSG00000151617,4.135058,0.238368,0.857063,0.104191
ENSG00000151640,3.156820,-0.226104,0.681882,0.082619
ENSG00000151657,4.316288,0.152332,0.929431,0.071824
ENSG00000151665,3.345603,0.293267,0.887148,0.152367
ENSG00000151687,2.388107,0.248356,0.795590,0.140309
ENSG00000151689,2.301105,0.240374,0.599665,0.096172
ENSG00000151694,3.682445,0.143496,0.835652,0.092602
ENSG00000151702,5.285591,0.098391,0.935566,0.102815
ENSG00000151704,4.187570,4.187570,0.870387,0.870387
ENSG00000151715,2.678019,0.185049,0.593411,0.095535
ENSG00000151718,3.326823,0.075546,0.774327,0.082792
ENSG00000151725,0.795808,0.014419,0.442579,0.079867
ENSG00000151726,3.801052,0.094042,0.797710,0.068708
ENSG00000151729,5.544900,1.440820,0.908112,0.281123
ENSG00000151746,4.403699,0.127755,0.903770,0.086964
ENSG00000151773,1.904840,0.185716,0.766266,0.152521
ENSG00000151778,4.218755,0.053714,0.974539,0.066735
ENSG00000151806,4.310825,0.524642,0.874752,0.138358
ENSG00000151834,4.787482,0.058279,0.913441,0.063552
ENSG00000151838,0.365664,0.041703,0.286248,0.065715
ENSG00000151876,2.949330,0.339194,0.812735,0.127501
ENSG00000151881,4.203385,0.442419,0.892687,0.146073
ENSG00000151882,0.981382,0.048129,0.533389,0.065401
ENSG00000151893,3.848432,0.161668,0.928284,0.083119
ENSG00000151917,2.732648,0.163382,0.908311,0.114272
ENSG00000151948,1.935050,-0.138652,0.580677,0.037466
ENSG00000151962,4.047213,0.380783,0.949413,0.146840
ENSG00000151967,3.753631,0.115754,0.814238,0.096107
ENSG00000152034,2.261448,0.176823,0.745393,0.140218
ENSG00000152049,3.274250,3.274250,0.792816,0.792816
ENSG00000152093,0.344409,-0.056250,0.258335,0.068824
ENSG00000152102,4.922487,0.079557,0.948937,0.057711
ENSG00000152104,4.011271,0.122135,0.863823,0.086575
ENSG00000152127,5.251666,0.061898,0.940418,0.070190
ENSG00000152133,3.513266,0.453310,0.898627,0.138591
ENSG00000152137,3.257159,0.052385,0.820771,0.072765
ENSG00000152147,2.684504,0.434179,0.792930,0.189008
ENSG00000152154,2.928413,0.217910,0.819963,0.127377
ENSG00000152193,2.803827,0.365745,0.854925,0.150914
ENSG00000152219,3.705387,0.557469,0.945848,0.185027
ENSG00000152266,1.310959,1.109710,0.549029,0.467016
ENSG00000152270,3.412419,0.207909,0.867583,0.145612
ENSG00000152315,3.787431,0.023413,0.797163,0.066361
ENSG00000152332,4.472977,0.281200,0.975154,0.111791
ENSG00000152359,2.140093,0.175669,0.648643,0.098796
ENSG00000152377,3.772199,0.032838,0.910568,0.080020
ENSG00000152380,2.786125,0.185515,0.766483,0.135732
ENSG00000152382,4.364811,0.215727,0.896318,0.095994
ENSG00000152402,4.129352,0.092989,0.892656,0.075040
ENSG00000152404,2.676537,0.164384,0.732321,0.098599
ENSG00000152409,3.217989,0.214410,0.749110,0.120012
ENSG00000152413,5.068848,0.170714,0.972833,0.094466
ENSG00000152422,2.022523,0.138966,0.744910,0.096785
ENSG00000152430,3.436205,0.212350,0.981068,0.164418
ENSG00000152457,2.897380,0.107675,0.700243,0.081904
ENSG00000152465,4.863137,0.159478,0.926349,0.085893
ENSG00000152492,2.059358,0.122543,0.681753,0.077390
ENSG00000152495,3.318763,0.089300,0.721652,0.077684
ENSG00000152518,2.590136,1.968570,0.781566,0.608778
ENSG00000152527,3.553453,0.301837,0.809739,0.131381
ENSG00000152580,1.799938,0.648215,0.432639,0.178365
ENSG00000152592,0.990261,0.298863,0.379552,0.140573
ENSG00000152595,0.438987,0.090903,0.215610,0.076627
ENSG00000152611,4.288872,0.190684,0.889604,0.130454
ENSG00000152661,4.876470,4.876470,0.886970,0.886970
ENSG00000152669,2.506319,1.181460,0.676504,0.350352
ENSG00000152670,3.294639,0.203238,0.901376,0.110039
ENSG00000152684,4.391504,3.565510,0.909331,0.750344
ENSG00000152705,1.175305,0.083445,0.517426,0.179046
ENSG00000152749,3.527379,0.277786,0.886758,0.104332
ENSG00000152760,2.454094,0.125547,0.673961,0.079521
ENSG00000152766,2.871015,0.053660,0.810270,0.052115
ENSG00000152767,4.150688,-0.059165,0.846148,0.053273
ENSG00000152778,1.462166,0.556285,0.518166,0.230072
ENSG00000152782,4.357795,0.212728,0.896496,0.091490
ENSG00000152785,3.084225,0.411364,0.706423,0.179521
ENSG00000152795,3.774699,1.330640,0.944136,0.404621
ENSG00000152804,3.418372,1.473370,0.902286,0.435522
ENSG00000152822,4.664826,0.129734,0.869821,0.079782
ENSG00000152932,5.431389,0.099955,0.931473,0.074650
ENSG00000152939,2.982690,0.212400,0.691687,0.100056
ENSG00000152942,2.911669,0.186432,0.780424,0.100953
ENSG00000152944,4.854264,0.462089,0.921748,0.131688
ENSG00000152953,3.492269,-0.061573,0.821877,0.056370
ENSG00000152969,3.777042,-0.080926,0.878100,0.055702
ENSG00000152990,3.683898,0.064716,0.827852,0.065897
ENSG00000153002,3.010818,0.322287,0.696098,0.131212
ENSG00000153006,2.856661,0.159436,0.970574,0.117177
ENSG00000153015,4.130738,0.242868,0.918754,0.132208
ENSG00000153064,1.363960,0.089470,0.508025,0.073557
ENSG00000153086,4.384161,0.228698,0.918386,0.126474
ENSG00000153140,5.077566,0.365366,0.976769,0.117324
ENSG00000153157,1.049487,0.025537,0.426754,0.075900
ENSG00000153162,3.543353,0.062759,0.750683,0.085322
ENSG00000153179,3.358793,0.025535,0.816611,0.076051
ENSG00000153208,2.336715,0.043839,0.602231,0.070216
ENSG00000153266,3.598540,1.886370,0.831951,0.482724
ENSG00000153294,1.797172,0.344488,0.514196,0.125780
ENSG00000153395,2.898242,-0.270013,0.703477,0.037009
ENSG00000153485,4.112953,1.733990,0.936941,0.427189
ENSG00000153487,4.169199,0.682293,0.879141,0.250650
ENSG00000153495,0.125086,-0.156278,0.275830,0.071570
ENSG00000153498,-0.240853,-0.027191,0.135132,0.106923
ENSG00000153531,0.157470,-0.195206,0.227178,0.073273
ENSG00000153558,4.648446,0.128224,0.896490,0.128561
ENSG00000153560,4.730322,0.200918,0.923990,0.096025
ENSG00000153561,5.108569,0.175839,0.962002,0.074085
ENSG00000153563,0.098095,-0.172371,0.275244,0.062424
ENSG00000153574,3.379604,0.097287,0.827063,0.124917
ENSG00000153714,3.132814,0.123603,0.824459,0.081574
ENSG00000153820,2.330597,0.058817,0.597207,0.066074
ENSG00000153823,4.808766,0.022088,0.936942,0.062026
ENSG00000153832,2.127254,0.026972,0.734291,0.078392
ENSG00000153898,3.440093,0.118097,0.786508,0.096850
ENSG00000153936,5.520596,0.197060,0.955570,0.112500
ENSG00000153975,2.796557,0.257105,0.823509,0.127451
ENSG00000153989,3.375365,0.166571,0.879589,0.113767
ENSG00000153993,3.876849,0.210711,0.870903,0.106523
ENSG00000154001,6.169367,0.158562,0.988964,0.086443
ENSG00000154007,2.283274,0.294949,0.939462,0.143887
ENSG00000154025,3.288293,-0.026380,0.726850,0.073502
ENSG00000154124,3.175946,0.070478,0.838214,0.076639
ENSG00000154127,4.363118,0.017638,0.857706,0.059322
ENSG00000154133,1.370660,0.261648,0.559189,0.160605
ENSG00000154143,3.415816,0.445504,0.812942,0.135519
ENSG00000154146,4.248156,0.295362,0.926936,0.107183
ENSG00000154174,4.778683,0.351031,0.941918,0.103221
ENSG00000154252,1.221328,-0.071365,0.397627,0.121422
ENSG00000154269,2.429105,0.100639,0.693098,0.085434
ENSG00000154274,0.603663,0.198951,0.233572,0.109112
ENSG00000154277,3.670603,0.212489,0.868973,0.097546
ENSG00000154305,1.395348,0.195723,0.438698,0.124235
ENSG00000154328,1.641235,0.055967,0.565552,0.091383
ENSG00000154342,4.887632,0.011154,0.859558,0.079592
ENSG00000154359,2.661361,0.233285,0.698568,0.095094
ENSG00000154415,1.596886,0.377849,0.522046,0.157674
ENSG00000154478,4.124527,-0.012687,0.919234,0.055983
ENSG00000154511,4.571897,0.204273,0.964203,0.138150
ENSG00000154518,5.430478,0.958788,0.976434,0.227901
ENSG00000154548,3.204271,0.298639,0.959626,0.156083
ENSG00000154553,4.073671,0.273938,0.886757,0.101994
ENSG00000154589,0.885188,0.079843,0.455923,0.115950
ENSG00000154678,4.231909,0.126661,0.896478,0.080676
ENSG00000154764,5.018936,-0.040013,0.927976,0.059865
ENSG00000154781,3.205197,0.237449,0.768194,0.094879
ENSG00000154813,3.873501,0.270024,0.970492,0.092658
ENSG00000154814,2.731977,0.198331,0.680443,0.123239
ENSG00000154917,4.833495,0.010679,0.924771,0.049908
ENSG00000154928,5.165877,0.105774,0.908505,0.105970
ENSG00000154997,2.808757,0.114915,0.765733,0.141151
ENSG00000155011,4.099167,0.135068,0.941417,0.102092
ENSG00000155016,2.908991,0.286200,0.672811,0.108378
ENSG00000155052,3.398896,-0.061487,0.797706,0.051235
ENSG00000155087,1.829834,0.127265,0.756588,0.108864
ENSG00000155090,2.654504,0.809877,0.676354,0.278226
ENSG00000155096,3.970406,0.429022,0.962119,0.144382
ENSG00000155097,5.128366,0.279592,0.913669,0.100400
ENSG00000155158,3.517216,0.124280,0.847351,0.079938
ENSG00000155189,4.063454,0.151536,0.904745,0.098530
ENSG00000155252,4.573059,0.311403,0.918631,0.127982
ENSG00000155256,3.161735,0.214987,0.828198,0.101803
ENSG00000155269,1.642685,0.091559,0.664068,0.122243
ENSG00000155275,1.953252,-0.136757,0.525172,0.052025
ENSG00000155324,2.691829,0.064852,0.799256,0.056250
ENSG00000155329,3.338698,0.120516,0.877174,0.117892
ENSG00000155363,2.636066,0.329097,0.752173,0.156458
ENSG00000155380,3.715342,0.553245,0.749962,0.190305
ENSG00000155463,2.472334,0.749332,0.696590,0.239960
ENSG00000155511,4.909591,0.145085,0.890532,0.081910
ENSG00000155530,1.846847,0.083621,0.581725,0.079287
ENSG00000155542,3.033882,0.441919,0.778140,0.148009
ENSG00000155545,4.300640,0.372764,0.918259,0.121529
ENSG00000155629,2.938863,0.136964,0.785178,0.082555
ENSG00000155636,3.983051,0.552051,0.947589,0.154705
ENSG00000155660,3.783618,0.127369,0.813451,0.086517
ENSG00000155729,2.113547,0.275160,0.645236,0.139228
ENSG00000155749,1.057272,0.050493,0.554264,0.144320
ENSG00000155754,0.539459,0.205309,0.284887,0.182216
ENSG00000155755,2.889522,0.309634,0.780134,0.110089
ENSG00000155760,4.919230,4.919230,0.893731,0.893731
ENSG00000155761,1.676835,0.161706,0.615327,0.108056
ENSG00000155792,4.366722,0.048805,0.901842,0.062190
ENSG00000155833,0.245876,0.010956,0.257305,0.054671
ENSG00000155858,2.850132,0.404652,0.854160,0.196688
ENSG00000155875,1.616176,0.134070,0.632136,0.105590
ENSG00000155886,4.302882,0.148256,0.860573,0.098224
ENSG00000155890,1.805925,0.237689,0.685387,0.119970
ENSG00000155897,4.588923,0.060480,0.912791,0.062393
ENSG00000155903,4.286974,0.295215,0.938451,0.140746
ENSG00000155906,2.864588,0.109241,0.684013,0.089732
ENSG00000155957,3.406830,0.209916,0.870588,0.113611
ENSG00000155975,3.900901,0.218659,0.927254,0.098593
ENSG00000156026,4.839394,0.204787,0.969972,0.126838
ENSG00000156049,4.062045,0.032174,0.820108,0.065502
ENSG00000156127,4.417080,0.112540,0.915165,0.073269
ENSG00000156136,4.289808,0.199256,0.887326,0.129059
ENSG00000156140,3.774187,0.139048,0.789724,0.086845
ENSG00000156150,2.498390,0.189211,0.720874,0.134318
ENSG00000156172,2.530629,0.283440,0.763638,0.140405
ENSG00000156194,2.929002,0.195074,0.721834,0.088248
ENSG00000156234,-0.028275,0.044838,0.219300,0.049288
ENSG00000156345,3.078530,0.320968,0.911497,0.155291
ENSG00000156374,2.993657,0.151457,0.872560,0.113801
ENSG00000156384,1.966121,0.469603,0.546309,0.168270
ENSG00000156427,4.432181,0.159166,0.955609,0.128389
ENSG00000156463,2.570206,0.169164,0.717616,0.099194
ENSG00000156466,2.993542,0.394605,0.699446,0.153002
ENSG00000156467,3.493734,0.312716,0.852949,0.114821
ENSG00000156471,4.967964,0.024607,0.932736,0.052127
ENSG00000156508,5.512615,3.323020,0.965637,0.626704
ENSG00000156510,4.108984,0.240612,0.817579,0.094265
ENSG00000156521,1.856981,0.401157,0.524201,0.150686
ENSG00000156535,2.323395,0.152129,0.723032,0.091750
ENSG00000156574,1.974660,0.158964,0.582303,0.105034
ENSG00000156575,0.154055,-0.158597,0.234062,0.060732
ENSG00000156587,2.316028,0.024919,0.574107,0.058440
ENSG00000156603,4.070266,0.397280,0.898845,0.136981
ENSG00000156711,4.058000,0.439129,0.849159,0.148781
ENSG00000156735,2.064421,0.153920,0.723038,0.146156
ENSG00000156804,4.810227,0.233271,0.938290,0.120412
ENSG00000156831,2.317286,0.106513,0.847232,0.089358
ENSG00000156869,2.453339,0.215986,0.715409,0.102012
ENSG00000156876,3.115602,0.222550,0.871467,0.134645
ENSG00000156928,2.205700,0.167126,0.535033,0.121377
ENSG00000156958,4.025893,0.200494,0.889353,0.172522
ENSG00000156959,4.992067,0.107817,0.961945,0.107017
ENSG00000156966,3.292176,0.905622,0.734882,0.291150
ENSG00000157005,4.469298,1.372500,0.956649,0.334008
ENSG00000157014,1.758928,0.120178,0.534871,0.086855
ENSG00000157020,5.345910,0.254007,0.917879,0.114001
ENSG00000157036,2.494178,0.178800,0.702208,0.093606
ENSG00000157060,1.965584,0.182980,0.814528,0.191516
ENSG00000157064,5.102427,0.095577,0.945759,0.085130
ENSG00000157077,3.785476,0.308549,0.897623,0.159189
ENSG00000157093,1.212503,0.026313,0.585034,0.063835
ENSG00000157110,4.843876,0.047580,0.948299,0.078501
ENSG00000157111,1.599705,0.066092,0.527011,0.086502
ENSG00000157119,3.681849,0.949420,0.815586,0.258052
ENSG00000157150,3.059184,0.514834,0.833647,0.151647
ENSG00000157184,3.700279,0.545955,0.790647,0.192500
ENSG00000157211,3.561017,0.223043,0.807694,0.104394
ENSG00000157303,1.494459,-0.117746,0.463940,0.040618
ENSG00000157330,1.140493,-0.005254,0.491572,0.065634
ENSG00000157343,1.902282,0.183576,0.764375,0.120916
ENSG00000157379,2.652268,0.368227,0.730438,0.125069
ENSG00000157445,4.863303,0.130743,0.916588,0.106999
ENSG00000157456,3.290331,0.183988,0.766594,0.088247
ENSG00000157510,3.449644,0.148452,0.833873,0.083134
ENSG00000157593,4.452064,2.187590,0.856877,0.444542
ENSG00000157653,0.515206,0.128669,0.273802,0.082194
ENSG00000157693,1.864125,-0.011499,0.740670,0.060320
ENSG00000157703,3.280099,0.032938,0.813616,0.072087
ENSG00000157734,1.634416,0.194370,0.609749,0.165879
ENSG00000157765,2.930813,0.268523,0.614270,0.108251
ENSG00000157778,3.472583,0.735209,0.826606,0.214918
ENSG00000157782,2.939297,0.234654,0.790409,0.132585
ENSG00000157833,2.717454,0.411592,0.692561,0.165666
ENSG00000157884,2.184679,-0.014314,0.856805,0.069345
ENSG00000157927,2.440233,0.019346,0.662022,0.098335
ENSG00000157954,4.701266,-0.050724,0.854684,0.050826
ENSG00000157978,3.197159,0.133858,0.775068,0.100604
ENSG00000157992,1.964332,0.891902,0.664350,0.339060
ENSG00000157999,1.309584,0.223056,0.430033,0.126637
ENSG00000158006,2.219875,0.110811,0.769213,0.092230
ENSG00000158008,2.620875,0.466913,0.613103,0.151439
ENSG00000158014,3.059090,0.489629,0.676990,0.138610
ENSG00000158022,3.596177,0.257879,0.811496,0.104265
ENSG00000158055,3.544886,0.246814,0.824127,0.139717
ENSG00000158077,1.006932,0.185949,0.360788,0.092118
ENSG00000158079,2.855837,0.393037,0.707924,0.155335
ENSG00000158089,3.572304,0.048254,0.837932,0.081517
ENSG00000158104,3.929501,0.155548,0.837907,0.104643
ENSG00000158106,2.315012,-0.235163,0.620035,0.108250
ENSG00000158109,3.622741,0.675389,0.824777,0.214327
ENSG00000158113,1.073118,-0.037583,0.434397,0.086331
ENSG00000158122,2.650955,0.160221,0.761996,0.097243
ENSG00000158156,1.740326,0.233390,0.501602,0.116279
ENSG00000158161,4.047637,0.223847,0.942525,0.115352
ENSG00000158195,3.801462,0.699318,0.843533,0.309589
ENSG00000158220,2.460464,0.092182,0.767423,0.082857
ENSG00000158246,3.702240,0.869849,0.787995,0.262633
ENSG00000158258,3.606355,0.048088,0.758580,0.076306
ENSG00000158292,3.248098,0.907696,0.741549,0.259546
ENSG00000158315,3.258019,0.126572,0.744623,0.097616
ENSG00000158402,1.681492,0.135297,0.672932,0.135967
ENSG00000158417,4.676461,0.309273,0.915771,0.124524
ENSG00000158428,1.187759,0.029101,0.533302,0.094978
ENSG00000158457,3.821675,0.248292,0.891502,0.113063
ENSG00000158458,3.519056,0.230475,0.924026,0.136872
ENSG00000158467,5.001696,0.238285,0.900700,0.151786
ENSG00000158516,2.621636,0.318915,0.664309,0.157500
ENSG00000158604,4.148496,1.011020,0.792925,0.223778
ENSG00000158623,5.055505,0.073019,0.917738,0.112414
ENSG00000158715,3.388050,0.863009,0.801172,0.261868
ENSG00000158716,3.415409,1.136570,0.784795,0.302824
ENSG00000158748,2.739832,0.140507,0.683869,0.099117
ENSG00000158769,1.485948,0.068080,0.561099,0.098916
ENSG00000158786,1.289786,-0.072805,0.552654,0.074853
ENSG00000158793,3.021965,1.348190,0.793653,0.376657
ENSG00000158816,2.709032,0.191720,0.654456,0.096297
ENSG00000158828,2.648689,0.198886,0.712817,0.119809
ENSG00000158850,3.420960,1.002960,0.801307,0.256493
ENSG00000158856,3.023974,0.155138,0.818643,0.112421
ENSG00000158859,2.560809,0.912705,0.646213,0.284371
ENSG00000158863,2.577603,0.306353,0.638606,0.137617
ENSG00000158864,4.631200,0.575300,0.876883,0.152645
ENSG00000158869,2.276190,0.214202,0.792543,0.139200
ENSG00000158882,3.549398,1.441080,0.805355,0.359325
ENSG00000158966,5.118906,0.172305,0.893191,0.100212
ENSG00000158985,4.563881,0.037662,0.943111,0.058171
ENSG00000159164,4.241487,1.082070,0.806640,0.232178
ENSG00000159167,4.136724,0.807082,0.928612,0.314507
ENSG00000159173,4.475001,0.141543,0.891162,0.090524
ENSG00000159176,4.501765,0.069502,0.852824,0.076043
ENSG00000159189,1.617804,0.167643,0.490289,0.123427
ENSG00000159248,5.368400,2.931390,0.978748,0.655696
ENSG00000159251,5.933079,1.696840,0.957299,0.325482
ENSG00000159339,1.964798,-0.022596,0.557043,0.081948
ENSG00000159346,5.160480,0.594613,0.917588,0.155698
ENSG00000159374,2.120947,0.250811,0.705294,0.163550
ENSG00000159377,3.984797,1.421540,0.817154,0.322156
ENSG00000159388,3.831218,0.898926,0.901610,0.273336
ENSG00000159399,4.202821,0.211949,0.798784,0.093022
ENSG00000159403,2.103194,0.235982,0.600512,0.147597
ENSG00000159479,4.679795,0.987988,0.935721,0.222744
ENSG00000159495,1.644217,0.157062,0.459888,0.095023
ENSG00000159527,1.018985,-0.042241,0.464502,0.056700
ENSG00000159596,2.244074,0.692778,0.639212,0.220131
ENSG00000159650,4.147850,0.039486,0.849101,0.065399
ENSG00000159674,2.979909,0.212321,0.700755,0.161018
ENSG00000159692,4.508107,-0.265228,0.899840,0.061288
ENSG00000159884,0.902865,0.361525,0.481253,0.199919
ENSG00000159921,4.765367,0.414907,0.948660,0.150898
ENSG00000160049,1.704410,0.085665,0.631106,0.090659
ENSG00000160050,3.740037,0.722188,0.892464,0.200748
ENSG00000160062,3.557381,0.686504,0.803930,0.229384
ENSG00000160097,4.122607,0.487328,0.849407,0.166439
ENSG00000160293,4.356913,-0.295580,0.908237,0.030087
ENSG00000160323,1.856771,-0.021222,0.551846,0.087088
ENSG00000160349,-0.326048,-0.553674,0.046458,0.011538
ENSG00000160360,3.149262,-0.554133,0.747029,0.064263
ENSG00000160404,2.710707,0.705215,0.702084,0.230614
ENSG00000160539,4.048003,0.005489,0.877213,0.061432
ENSG00000160563,5.101012,0.072100,0.913136,0.099237
ENSG00000160606,2.796710,1.302560,0.836268,0.445733
ENSG00000160654,1.154505,0.143057,0.568866,0.077499
ENSG00000160679,4.826569,1.061490,0.955643,0.391274
ENSG00000160683,2.367437,0.256018,0.672471,0.129167
ENSG00000160685,2.030309,1.534820,0.558928,0.457233
ENSG00000160688,2.889464,0.503730,0.699337,0.181108
ENSG00000160714,4.405738,0.674504,0.928118,0.202657
ENSG00000160716,3.620890,0.588563,0.714127,0.158092
ENSG00000160741,2.831541,0.705323,0.837737,0.244210
ENSG00000160767,2.647333,0.752564,0.851741,0.289056
ENSG00000160781,2.804180,1.010650,0.687129,0.305963
ENSG00000160785,4.668963,0.407104,0.860841,0.109809
ENSG00000160801,3.202720,0.270933,0.794351,0.142381
ENSG00000160808,3.672976,0.287178,0.797379,0.135341
ENSG00000160813,0.838836,0.617789,0.392636,0.323572
ENSG00000160818,0.916681,0.294182,0.362218,0.139932
ENSG00000160838,1.686623,0.024731,0.651487,0.110798
ENSG00000160867,3.773669,1.134140,0.777974,0.285309
ENSG00000160870,1.559841,-0.177714,0.453083,0.048671
ENSG00000160886,-0.781327,-0.415816,0.059624,0.014628
ENSG00000160908,0.310824,0.055768,0.188262,0.100583
ENSG00000160973,0.793968,0.425061,0.353248,0.265839
ENSG00000160993,2.575568,0.213582,0.654946,0.104880
ENSG00000161010,0.516162,-0.043207,0.305869,0.088592
ENSG00000161021,2.711783,0.168317,0.778355,0.109491
ENSG00000161040,1.512604,0.141944,0.624897,0.119844
ENSG00000161055,-0.466013,-0.667178,0.005971,0.007792
ENSG00000161202,5.001844,0.854518,0.901580,0.210625
ENSG00000161203,6.032753,1.473060,0.961886,0.298746
ENSG00000161204,4.622916,1.414210,0.902773,0.310733
ENSG00000161328,0.599767,-0.288888,0.268197,0.045124
ENSG00000161638,2.712152,0.460830,0.730015,0.186433
ENSG00000161850,1.951432,0.070395,0.514336,0.094012
ENSG00000161911,0.680570,0.071596,0.398122,0.105871
ENSG00000161980,4.406245,0.096433,0.917799,0.066662
ENSG00000162065,3.640271,0.949501,0.810645,0.309228
ENSG00000162068,2.360813,1.731770,0.670179,0.510655
ENSG00000162069,0.984984,0.068333,0.437144,0.122012
ENSG00000162073,3.046176,0.959193,0.858764,0.336059
ENSG00000162086,1.097621,0.168902,0.370849,0.108512
ENSG00000162139,1.685017,0.259526,0.391324,0.140266
ENSG00000162148,1.115956,-0.038057,0.526822,0.102066
ENSG00000162188,5.183709,2.377200,0.941245,0.480624
ENSG00000162231,3.543646,0.641005,0.865574,0.224137
ENSG00000162236,4.525501,0.220346,0.950507,0.103703
ENSG00000162241,2.064907,0.123181,0.584295,0.124364
ENSG00000162267,2.396813,0.355765,0.635539,0.148317
ENSG00000162341,2.456174,-0.247601,0.693944,0.058839
ENSG00000162344,1.651747,0.099966,0.614705,0.130524
ENSG00000162365,1.527540,-0.091525,0.456139,0.073795
ENSG00000162368,4.043039,0.188293,0.854547,0.132950
ENSG00000162377,3.663758,0.255253,0.864433,0.105548
ENSG00000162383,4.293491,-0.026074,0.861357,0.070232
ENSG00000162384,4.385755,0.452925,0.949440,0.122381
ENSG00000162391,1.541863,0.112344,0.519090,0.097800
ENSG00000162398,1.149600,-0.010784,0.537930,0.094166
ENSG00000162399,1.319286,-0.018549,0.488058,0.078645
ENSG00000162407,4.507866,0.236016,0.914186,0.140333
ENSG00000162409,4.990716,0.253064,0.908004,0.099286
ENSG00000162415,4.456159,0.286469,0.894057,0.194487
ENSG00000162419,4.018164,0.275519,0.937507,0.145290
ENSG00000162426,4.139313,0.252924,0.813742,0.127096
ENSG00000162437,2.519970,0.128628,0.693462,0.084171
ENSG00000162441,4.826145,0.487273,0.960542,0.135850
ENSG00000162456,1.849984,0.247568,0.827288,0.141046
ENSG00000162460,2.166113,0.261048,0.623082,0.154845
ENSG00000162461,2.851199,0.833069,0.760861,0.269690
ENSG00000162490,2.462700,0.088527,0.679786,0.093348
ENSG00000162494,3.376734,-0.045650,0.839585,0.049140
ENSG00000162510,3.986991,0.356413,0.843158,0.145933
ENSG00000162511,2.033857,-0.182481,0.739240,0.046951
ENSG00000162512,2.252223,-0.045538,0.667765,0.080339
ENSG00000162517,3.499145,0.284316,0.862116,0.110738
ENSG00000162520,1.599576,0.126290,0.626053,0.101040
ENSG00000162522,1.670462,0.367031,0.547002,0.192919
ENSG00000162526,2.417005,1.337990,0.694636,0.407085
ENSG00000162542,2.915735,-0.033266,0.720156,0.051763
ENSG00000162545,3.144631,0.383646,0.913137,0.181289
ENSG00000162592,0.138050,-0.302739,0.227011,0.039852
ENSG00000162594,1.108942,0.072627,0.464196,0.082034
ENSG00000162598,1.035858,0.118090,0.480764,0.088830
ENSG00000162599,5.899192,0.400488,0.977599,0.189450
ENSG00000162601,3.102446,0.347356,0.783642,0.123653
ENSG00000162616,4.995968,0.695227,0.939819,0.194336
ENSG00000162621,0.822163,0.463001,0.367945,0.219326
ENSG00000162624,4.548183,0.319915,0.943485,0.111812
ENSG00000162630,4.187570,4.187570,0.925315,0.925315
ENSG00000162631,5.119134,0.242304,0.926229,0.134643
ENSG00000162636,4.432353,0.193176,0.882195,0.094828
ENSG00000162639,1.941147,0.214400,0.521404,0.107713
ENSG00000162642,3.049209,0.369708,0.791747,0.155251
ENSG00000162650,2.600833,1.084130,0.851682,0.418673
ENSG00000162664,3.648913,0.447616,0.889493,0.170036
ENSG00000162670,4.732958,-0.009054,0.922335,0.059244
ENSG00000162676,3.457611,0.668225,0.789148,0.225814
ENSG00000162692,1.348319,0.250909,0.489306,0.105088
ENSG00000162704,4.755425,0.431552,0.929934,0.139634
ENSG00000162711,1.101275,0.052087,0.376284,0.070435
ENSG00000162714,0.844877,-0.051159,0.417280,0.061945
ENSG00000162722,0.932800,-0.025085,0.327525,0.050458
ENSG00000162723,0.509836,0.173502,0.255461,0.111955
ENSG00000162728,4.143859,1.359300,0.828085,0.334986
ENSG00000162734,5.077342,0.976773,0.964510,0.217228
ENSG00000162738,4.515165,0.684597,0.883679,0.177560
ENSG00000162739,-0.062554,0.045767,0.133226,0.122607
ENSG00000162745,2.872538,0.128578,0.676911,0.093380
ENSG00000162746,1.183515,0.210419,0.579723,0.165067
ENSG00000162755,1.739069,1.061950,0.666290,0.435955
ENSG00000162761,4.293222,0.082886,0.922510,0.091793
