gene_id,gene_symbol,cds_length,classification_v7,busted_p,busted_lrt,bh_fdr,bh_fdr_sig,storey_q,storey_sig,relax_K,relax_p,relax_fdr_sig,has_relax_active,relax_intensified,relax_relaxed,has_selectome,n_hars,has_doan_campra,tau,brain_tau,phyloP_cds,phyloP_gene,phastCons_cds,phastCons_gene,nc_conservation,gds_p_pct_resid,gds_lrt_pct_resid,gds_relax_pct,gds_selectome,gds_v7,rds_doan,rds_tau,rds_nc,rds_brain,rds_v7,classification_loo_campra,classification_loo_tau,rds_v7_no_brain,classification_loo_brain
ENSG00000149485,FADS1,114290,neutral,0.5,-0.001340639195404947,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.7199596273876812,0.0,2.915307,0.211998,0.668655,0.104352,-2.703309,0.131082,0.099316,0.500000,0.000000,0.175674,0.000000,0.443707,0.474668,0.000000,0.229594,neutral,neutral,0.286992,neutral
ENSG00000149503,INCENP,123110,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.550826517046289,0.0,1.407718,-0.012855,0.504262,0.080669,-1.420573,0.113390,0.086450,0.500000,0.000000,0.165621,0.000000,0.254322,0.208685,0.000000,0.115752,neutral,neutral,0.144690,neutral
ENSG00000149516,MS4A3,22400,neutral,0.2267830321707719,1.581228686733084,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.9600158485540504,0.0,0.261488,0.004487,0.227988,0.063226,-0.257001,0.655207,0.559308,0.500000,0.000000,0.497115,0.000000,0.816043,0.050864,0.000000,0.216727,neutral,neutral,0.270908,neutral
ENSG00000149548,CCDC15,82520,neutral,6.601180559173692e-05,17.86505955764733,0.00023319795526512743,True,2.331980e-04,True,5.448448334664034e-08,0.0990636630815741,False,True,False,False,False,0,False,0.9454493727464219,0.0,0.821278,0.160713,0.361735,0.131179,-0.660565,0.291717,0.508243,0.005000,0.000000,0.255574,0.000000,0.774226,0.094893,0.000000,0.217280,neutral,gene-driven,0.271600,neutral
ENSG00000149571,KIRREL3,194180,gene-driven,0.0,135.4060766766925,0.0,True,0.000000e+00,True,0.9318251439652979,0.6901974854646518,False,True,False,False,False,1,False,0.9586807993038523,0.0,4.708141,0.095368,0.909671,0.113428,-4.612773000000001,0.899075,0.936671,0.465913,0.000000,0.688860,0.000000,0.810615,0.909932,0.000000,0.430137,neutral,gene-driven,0.537671,gene-driven
ENSG00000149573,MPZL2,18550,gene-driven,5.194368130123639e-06,22.9495767813878,1.9768008476843902e-05,True,1.976801e-05,True,3.255432931819951,0.003706016577592619,True,True,True,False,False,0,False,0.8970353826517355,0.0,2.539225,0.368236,0.72805,0.129239,-2.170989,0.763370,0.789908,0.925712,0.000000,0.689294,0.000000,0.676518,0.348211,0.000000,0.256182,gene-driven,gene-driven,0.320228,gene-driven
ENSG00000149575,SCN2B,18450,gene-driven,1.661016502119139e-08,34.44020759704472,7.476829033068414e-08,True,7.476829e-08,True,1.312905882245292,0.6156984639123871,False,True,False,False,False,0,False,0.9686851841749489,0.0,3.245169,0.079567,0.867597,0.08855,-3.1656020000000002,0.788701,0.826699,0.598191,0.000000,0.643693,0.000000,0.840370,0.589264,0.000000,0.357409,neutral,gene-driven,0.446761,gene-driven
ENSG00000149735,GPHA2,12370,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.9453579541627706,0.0,2.936548,1.65723,0.792235,0.483305,-1.2793180000000002,0.788500,0.662646,0.500000,0.000000,0.574769,0.000000,0.773824,0.184359,0.000000,0.239546,neutral,neutral,0.299432,neutral
ENSG00000149761,NUDT22,48340,neutral,0.3379454195369545,0.7834473932271067,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.44579957475501003,0.0,2.029138,0.592118,0.63532,0.233094,-1.43702,0.406514,0.331524,0.500000,0.000000,0.341737,0.000000,0.125653,0.212505,0.000000,0.084540,neutral,neutral,0.105674,neutral
ENSG00000150045,KLRF1,31920,neutral,0.2731356257146261,1.209279258135211,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,1,True,0.9533182031530377,0.0,0.63059,0.051516,0.382938,0.069848,-0.579074,0.553277,0.459188,0.500000,0.000000,0.431403,1.000000,0.794532,0.084037,0.000000,0.519642,neutral,neutral,0.649553,regulation-driven
ENSG00000150201,FXYD4,5340,neutral,0.363073697929525,0.6400045202904039,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.9944969864034287,0.0,0.896367,-0.05163,0.539535,0.084033,-0.947997,0.867712,0.767994,0.500000,0.000000,0.634097,0.000000,0.935665,0.131685,0.000000,0.266838,neutral,neutral,0.333547,neutral
ENSG00000150316,CWC15,15400,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.6019691479643648,0.0,4.853314,0.445425,0.962309,0.114393,-4.407889,0.748090,0.620426,0.500000,0.000000,0.547959,0.000000,0.318054,0.875151,0.000000,0.298301,neutral,neutral,0.372877,neutral
ENSG00000150347,,314630,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.5945607807570611,0.0,3.689693,0.599989,0.82484,0.264095,-3.0897040000000002,0.007238,0.005830,0.500000,0.000000,0.104282,0.000000,0.308404,0.567149,0.000000,0.218888,regulation-driven,neutral,0.273610,regulation-driven
ENSG00000150361,KLHL1,68280,regulation-driven,0.5,-0.002503320887626614,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.9669403152583874,0.0,4.28069,0.016919,0.897042,0.055942,-4.263771,0.285283,0.219140,0.500000,0.000000,0.265591,0.000000,0.836148,0.848412,0.000000,0.421140,regulation-driven,neutral,0.526425,regulation-driven
ENSG00000150455,TIRAP,63270,neutral,0.2857891331083305,1.118707712648757,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.4457336337918306,0.0,1.868473,0.316702,0.574198,0.152862,-1.551771,0.310213,0.257740,0.500000,0.000000,0.285897,0.000000,0.125452,0.234419,0.000000,0.089968,neutral,neutral,0.112460,neutral
ENSG00000150456,EEF1AKMT1,20880,neutral,0.3426797586362763,0.7556234712883452,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.47023880464654044,0.0,3.154894,0.183209,0.715634,0.156802,-2.971685,0.674105,0.563530,0.500000,0.000000,0.504996,0.000000,0.157218,0.542622,0.000000,0.174960,neutral,neutral,0.218700,neutral
ENSG00000150510,FAM124A,109130,neutral,0.1444632638673328,2.4831657047107,0.3683035748211755,False,3.683036e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.7343862598114435,0.0,2.306258,0.089855,0.575592,0.066847,-2.216403,0.152795,0.141938,0.500000,0.000000,0.196060,0.000000,0.460394,0.356051,0.000000,0.204111,neutral,neutral,0.255139,neutral
ENSG00000150540,HNMT,41460,neutral,0.493276219822076,0.027077595328592,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.6718723692637558,0.0,2.896123,0.180738,0.838764,0.10953,-2.715385,0.459590,0.364093,0.500000,0.000000,0.370084,0.000000,0.394250,0.477885,0.000000,0.218034,neutral,neutral,0.272542,neutral
ENSG00000150551,LYPD1,16760,neutral,0.09436708881438982,3.334831442551149,0.2516793028218633,False,2.516793e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.9541027970478562,0.0,3.736762,0.184488,0.843187,0.120792,-3.552274,0.736027,0.648573,0.500000,0.000000,0.552181,0.000000,0.796140,0.684962,0.000000,0.370275,neutral,neutral,0.462844,neutral
ENSG00000150556,LYPD6B,58980,gene-driven,0.0,159.0176081154787,0.0,True,0.000000e+00,True,1.722273854739245,3.095130650332401e-06,True,True,True,False,False,0,False,0.9408406485434955,0.0,2.40778,0.129587,0.612634,0.091651,-2.278193,0.960394,0.962606,0.696079,0.000000,0.764135,0.000000,0.760756,0.369522,0.000000,0.282569,gene-driven,gene-driven,0.353212,gene-driven
ENSG00000150593,PDCD4,105800,neutral,0.4283115481984808,0.3095145025654347,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.7111335904918913,0.0,4.824659,0.518276,0.966955,0.165933,-4.306382999999999,0.154202,0.118215,0.500000,0.000000,0.189435,0.000000,0.433454,0.856856,0.000000,0.322577,regulation-driven,neutral,0.403222,regulation-driven
ENSG00000150625,GPM6A,82670,neutral,5.551115123125783e-17,74.72337885647721,4.453426874585104e-16,True,4.453427e-16,True,1.0,1.0,False,False,False,False,False,0,False,0.9844323113643455,0.0,5.449137,0.033774,0.956305,0.047742,-5.415363,0.517290,0.868717,0.500000,0.000000,0.541667,0.000000,0.894250,0.987535,0.000000,0.470446,neutral,gene-driven,0.588058,neutral
ENSG00000150628,SPATA4,20520,neutral,0.235834534510599,1.502955328393,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.9979253425132166,0.0,1.257275,0.116418,0.537035,0.083707,-1.140857,0.682750,0.579011,0.500000,0.000000,0.512666,0.000000,0.954162,0.159429,0.000000,0.278398,neutral,neutral,0.347997,neutral
ENSG00000150630,VEGFC,27960,neutral,0.2985689447897993,1.03121444280805,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.8090861045930526,0.0,3.776823,0.052624,0.904582,0.059798,-3.724199,0.590873,0.491556,0.500000,0.000000,0.454272,0.000000,0.545838,0.724367,0.000000,0.317551,neutral,neutral,0.396939,neutral
ENSG00000150681,RGS18,15530,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,1,False,0.9286936366332593,0.0,2.42389,0.045324,0.692291,0.057222,-2.378566,0.746080,0.617813,0.500000,0.000000,0.546472,0.000000,0.735022,0.393647,0.000000,0.282167,neutral,neutral,0.352709,neutral
ENSG00000150722,PPP1R1C,16100,neutral,0.3560706663310568,0.6789577726358402,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.9687851771491365,0.0,3.675043,0.116948,0.938113,0.088012,-3.5580950000000002,0.739043,0.621230,0.500000,0.000000,0.545034,0.000000,0.840772,0.685967,0.000000,0.381685,neutral,neutral,0.477106,neutral
ENSG00000150750,POU2AF2,24670,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.9534906770981554,0.0,2.009992,0.05241,0.598924,0.064495,-1.957582,0.622236,0.505227,0.500000,0.000000,0.469351,0.000000,0.795135,0.307197,0.000000,0.275583,neutral,neutral,0.344479,neutral
ENSG00000150756,ATPSCKMT,36080,gene-driven,0.0,166.7288046741778,0.0,True,0.000000e+00,True,4.643440090850348,0.005888297240815854,True,True,True,False,False,0,False,0.524619038111158,0.0,2.601122,0.016424,0.571797,0.064181,-2.584698,0.974869,0.969441,1.000000,0.000000,0.832037,0.000000,0.223764,0.445919,0.000000,0.167421,gene-driven,gene-driven,0.209276,gene-driven
ENSG00000150760,,336570,neutral,0.006510094177005876,8.682508351688739,0.019951453133966252,True,1.995145e-02,True,0.0,0.004192330143411138,True,True,False,False,False,1,False,0.5395573070567765,0.0,4.565578,-0.089869,0.857264,0.056423,-4.655447000000001,0.007841,0.036590,0.005000,0.000000,0.014721,0.000000,0.243667,0.915762,0.000000,0.289857,neutral,neutral,0.362322,neutral
ENSG00000150764,DIXDC1,117040,neutral,1.051779774385864e-10,44.56443973527348,5.607237511034607e-10,True,5.607238e-10,True,0.696565226746335,0.5341555373107423,False,True,False,False,False,0,False,0.6897610498224835,0.0,3.833377,0.2284,0.911848,0.149206,-3.604977,0.277041,0.759751,0.348283,0.000000,0.394546,0.000000,0.412746,0.697025,0.000000,0.277443,neutral,gene-driven,0.346803,neutral
ENSG00000150768,DLAT,229830,gene-driven,4.899469718822047e-12,50.69749411038356,2.8840192167361965e-11,True,2.884019e-11,True,2.539625251733838,0.5583354494501703,False,True,False,False,False,0,False,0.6342755482647165,0.0,3.985866,0.336027,0.823186,0.151945,-3.649839,0.104544,0.738239,0.836154,0.000000,0.425293,0.000000,0.354443,0.707881,0.000000,0.265581,neutral,gene-driven,0.331976,neutral
ENSG00000150773,PIH1D2,71290,neutral,1.403226934648671e-08,34.77751805196385,6.33362139105489e-08,True,6.333621e-08,True,5.022502527070265e-10,0.2288098200964909,False,True,False,False,False,0,False,0.9776393976229858,0.0,1.788426,0.422062,0.710637,0.185337,-1.3663640000000001,0.408323,0.745275,0.005000,0.000000,0.367496,0.000000,0.871130,0.198834,0.000000,0.267491,neutral,gene-driven,0.334364,neutral
ENSG00000150779,TIMM8B,9720,gene-driven (relaxed),1.562489027051583e-11,48.37801509985457,8.841661456831143e-11,True,8.841661e-11,True,1.512542037599643e-13,1.831986332634372e-07,True,True,False,True,False,0,False,0.35667806776934613,0.0,4.164063,0.626787,0.944137,0.182106,-3.5372759999999994,0.866104,0.878569,0.005000,0.000000,0.567707,0.000000,0.034379,0.682750,0.000000,0.179282,gene-driven (relaxed),gene-driven (relaxed),0.224103,gene-driven (relaxed)
ENSG00000150782,IL18,22300,neutral,0.5,-5.456968210637569e-12,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.8732592574518266,0.0,0.816768,0.162887,0.426304,0.088333,-0.653881,0.651789,0.529353,0.500000,0.000000,0.486932,0.000000,0.637917,0.094491,0.000000,0.183102,neutral,neutral,0.228877,neutral
ENSG00000150787,PTS,20090,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.593448531481995,0.0,3.471184,0.291678,0.844384,0.119192,-3.179506,0.683353,0.559912,0.500000,0.000000,0.507147,0.000000,0.307398,0.593486,0.000000,0.225221,neutral,neutral,0.281526,neutral
ENSG00000150873,C2orf50,12100,gene-driven,7.215276709438001e-10,40.71300634712952,3.556866833770527e-09,True,3.556867e-09,True,5.75211896574026,3.678093263292936e-08,True,True,True,False,False,1,False,0.8571019123277945,0.0,1.008128,-0.045889,0.426762,0.053477,-1.054017,0.846602,0.859469,1.000000,0.000000,0.754152,0.000000,0.614998,0.146160,0.000000,0.190290,gene-driven,gene-driven,0.237862,gene-driven
ENSG00000150938,CRIM1,233390,neutral,0.0,143.3740996746346,0.0,True,0.000000e+00,True,1.94439648025547e-12,0.09380343521227952,False,True,False,False,False,4,False,0.8202783893373148,0.007,4.068268,0.140469,0.907471,0.097393,-3.927799,0.891033,0.941295,0.005000,0.000000,0.595250,0.000000,0.562324,0.771411,0.986731,0.530780,dual-driven,neutral,0.416792,gene-driven
ENSG00000151012,SLC7A11,51850,neutral,0.1816500831011524,2.025051764368982,0.4461864263432751,False,4.461864e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.9191264366204692,0.0,4.238522,0.253055,0.883258,0.122116,-3.985467,0.384600,0.337555,0.500000,0.000000,0.335877,0.000000,0.714113,0.785887,0.000000,0.375000,regulation-driven,neutral,0.468750,neutral
ENSG00000151014,NOCT,69100,neutral,0.001715968865780682,11.34926048211491,0.005506599444124588,True,5.506599e-03,True,1.037135232963869,0.9224810338272513,False,True,False,False,False,0,False,0.6300505290419549,0.0,3.411086,0.125926,0.788352,0.084437,-3.28516,0.321271,0.437274,0.513151,0.000000,0.346257,0.000000,0.349216,0.622839,0.000000,0.243014,neutral,neutral,0.303767,neutral
ENSG00000151033,LYZL2,14140,gene-driven,8.391254746609178e-08,31.2006870034129,3.595013015472356e-07,True,3.595013e-07,True,1.960258775640097,0.5833888059137413,False,True,False,False,False,0,False,1.0,0.0,1.275974,0.023403,0.627416,0.103186,-1.2525709999999999,0.822075,0.828106,0.742761,0.000000,0.684710,0.000000,0.991355,0.178126,0.000000,0.292370,gene-driven,gene-driven,0.365463,gene-driven
ENSG00000151062,CACNA2D4,251170,gene-driven,0.0,109.9439470478974,0.0,True,0.000000e+00,True,1.0,1.0,False,False,False,False,False,0,False,0.7709029482050158,0.0,3.361707,0.028218,0.759017,0.105048,-3.333489,0.888822,0.898673,0.500000,0.000000,0.680690,0.000000,0.503820,0.635505,0.000000,0.284831,gene-driven,gene-driven,0.356039,gene-driven
ENSG00000151065,DCP1B,123030,neutral,0.5,-0.006414832212612964,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.6391536695733735,0.0,2.444513,0.186606,0.661643,0.092545,-2.2579070000000003,0.113993,0.086651,0.500000,0.000000,0.165893,0.000000,0.358866,0.364294,0.000000,0.180790,neutral,neutral,0.225988,neutral
ENSG00000151079,KCNA6,15900,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.813387474179907,0.0,3.82419,3.82419,0.750474,0.750474,0.0,0.740048,0.613189,0.500000,0.000000,0.542973,0.000000,0.553076,0.005830,0.000000,0.139727,neutral,neutral,0.174658,neutral
ENSG00000151090,THRB,208690,neutral,4.996003610813204e-16,68.9801706315775,3.782362551017485e-15,True,3.782363e-15,True,0.4976657609817861,0.3543936774617772,False,True,False,False,False,0,False,0.7762865490976971,0.0,5.093081,0.1719,0.930898,0.092645,-4.921181,0.183957,0.824085,0.248833,0.000000,0.361377,0.000000,0.510454,0.952754,0.000000,0.365802,dual-driven,neutral,0.457253,neutral
ENSG00000151116,UEVLD,82430,gene-driven,2.938627119419834e-11,47.11469186330942,1.640486115824271e-10,True,1.640486e-10,True,3.512239915191425,0.000450627933444081,True,True,True,False,False,0,False,0.40265681585120644,0.0,3.103905,0.209585,0.875542,0.111957,-2.89432,0.407720,0.801166,0.953098,0.000000,0.573671,0.000000,0.078207,0.524528,0.000000,0.150684,gene-driven,gene-driven,0.188355,gene-driven
ENSG00000151117,TMEM86A,15510,neutral,0.03508415225980688,5.313717145059854,0.09994763650646014,False,9.994764e-02,False,1.0,1.0,False,False,False,False,False,0,False,0.7371138223494669,0.0,4.239273,1.21525,0.913838,0.326412,-3.0240229999999997,0.758343,0.687776,0.500000,0.000000,0.571753,0.000000,0.463209,0.553478,0.000000,0.254172,neutral,neutral,0.317715,neutral
ENSG00000151135,TMEM263,26110,neutral,0.5,-7.186787479440682e-05,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.5323053906157214,0.0,4.9354,0.53711,0.959474,0.143606,-4.398289999999999,0.604946,0.490953,0.500000,0.000000,0.459017,0.000000,0.234620,0.874347,0.000000,0.277242,neutral,neutral,0.346552,neutral
ENSG00000151151,IPMK,19660,neutral,0.3589865829137101,0.6626461682226363,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.520710759742889,0.0,3.33178,0.168884,0.879208,0.135621,-3.1628960000000004,0.692602,0.575593,0.500000,0.000000,0.515088,0.000000,0.219341,0.587857,0.000000,0.201799,neutral,neutral,0.252249,neutral
ENSG00000151164,RAD9B,59880,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,2,False,0.9773564895068418,0.0,1.789084,0.152005,0.613652,0.11215,-1.637079,0.324085,0.251910,0.500000,0.000000,0.289003,0.000000,0.869522,0.247889,0.000000,0.279353,neutral,neutral,0.349191,neutral
ENSG00000151176,PLBD2,79620,neutral,0.3598804288950058,0.6576725281629479,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.8430304495105903,0.0,3.166114,0.069847,0.704638,0.080236,-3.0962669999999997,0.231001,0.190390,0.500000,0.000000,0.237967,0.000000,0.592883,0.568556,0.000000,0.290360,regulation-driven,neutral,0.362950,neutral
ENSG00000151224,MAT1A,73970,neutral,3.358824810617556e-06,23.82154444681873,1.2981192391617503e-05,True,1.298119e-05,True,5.731141166810083e-11,0.2075198747994114,False,True,False,False,False,0,False,0.9977030423695058,0.0,4.35897,0.093397,0.792591,0.077817,-4.265573,0.346602,0.633293,0.005000,0.000000,0.312299,0.000000,0.953156,0.849015,0.000000,0.450543,dual-driven,neutral,0.563178,dual-driven
ENSG00000151229,SLC2A13,89370,neutral,0.5,-0.0009998766545322724,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.6531766080235483,0.0,3.794906,0.088844,0.908816,0.074721,-3.706062,0.197025,0.149779,0.500000,0.000000,0.213892,0.000000,0.373542,0.721150,0.000000,0.273673,regulation-driven,neutral,0.342091,neutral
ENSG00000151233,GXYLT1,70590,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.5276885409779889,0.0,3.774834,0.160769,0.842982,0.082851,-3.6140649999999996,0.273020,0.210294,0.500000,0.000000,0.258645,0.000000,0.228790,0.700040,0.000000,0.232207,neutral,neutral,0.290259,neutral
ENSG00000151239,TWF1,60070,gene-driven,2.213027538999768e-10,43.07668439883128,1.144241058106533e-09,True,1.144241e-09,True,1.717492237980584,0.0008853823043847298,True,True,True,False,False,0,False,0.48460269876863155,0.0,4.375687,0.654144,0.941578,0.180132,-3.721543,0.507841,0.803981,0.695076,0.000000,0.557954,0.000000,0.175513,0.723965,0.000000,0.224869,gene-driven,gene-driven,0.281087,gene-driven
ENSG00000151287,TEX30,30750,neutral,0.3680884497666345,0.6125696729759511,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.9502344184501472,0.0,3.334692,0.852656,0.964381,0.269097,-2.482036,0.561721,0.457982,0.500000,0.000000,0.433997,0.000000,0.785082,0.419381,0.000000,0.301116,neutral,neutral,0.376395,neutral
ENSG00000151304,SRFBP1,49180,neutral,0.5,-0.007393051007966278,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.41504256525464556,0.0,2.048363,0.141924,0.562725,0.092267,-1.9064390000000002,0.395858,0.312827,0.500000,0.000000,0.332398,0.000000,0.090873,0.298955,0.000000,0.097457,neutral,neutral,0.121821,neutral
ENSG00000151353,TMEM18,25230,neutral,0.02353472047085792,6.112262601718612,0.06821777367252174,False,6.821777e-02,False,1.0,1.0,False,False,False,False,False,0,False,0.6036296662767465,0.0,2.463324,-0.160467,0.689138,0.057084,-2.623791,0.637113,0.600523,0.500000,0.000000,0.503146,0.000000,0.319461,0.455770,0.000000,0.193808,neutral,neutral,0.242260,neutral
ENSG00000151364,KCTD14,14400,gene-driven,3.453924804830422e-06,23.76570433686811,1.3328023257739737e-05,True,1.332802e-05,True,7.975914221534061e-10,0.5118661588983837,False,True,False,False,False,0,False,0.8311377865800078,0.0,2.191901,0.260514,0.587391,0.125891,-1.931387,0.807600,0.807600,0.005000,0.000000,0.525940,0.000000,0.574990,0.303981,0.000000,0.219743,gene-driven,gene-driven,0.274678,gene-driven
ENSG00000151365,THRSP,4500,neutral,0.3677131341165764,0.6146099821614825,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.9588554318337852,0.0,1.60588,1.60588,0.447806,0.447806,0.0,0.872336,0.782067,0.500000,0.000000,0.639938,0.000000,0.811620,0.005830,0.000000,0.204363,neutral,neutral,0.255453,neutral
ENSG00000151366,NDUFC2,18400,gene-driven (relaxed),0.0,75.77905135092806,0.0,True,0.000000e+00,True,4.949584922392594e-07,6.195486489712909e-05,True,True,False,True,False,0,False,0.512190473131139,0.0,1.64008,0.121917,0.708622,0.101972,-1.518163,0.993969,0.905308,0.005000,0.000000,0.620481,0.000000,0.207479,0.227583,0.000000,0.108766,gene-driven (relaxed),gene-driven (relaxed),0.135957,gene-driven (relaxed)
ENSG00000151376,ME3,142940,neutral,4.301699607633935e-09,37.14221691139392,1.9996872755487098e-08,True,1.999687e-08,True,2.065595584150206e-11,3.769207168602406e-13,True,True,False,True,False,1,False,0.5970411634108777,0.0,4.260475,0.110851,0.878879,0.091722,-4.149623999999999,0.185364,0.679333,0.005000,0.000000,0.269677,0.000000,0.310012,0.821271,0.000000,0.282821,neutral,neutral,0.353526,neutral
ENSG00000151379,MSGN1,5790,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.9515486683546232,0.0,2.17163,2.17163,0.569245,0.569245,0.0,0.863892,0.755931,0.500000,0.000000,0.629142,0.000000,0.789908,0.005830,0.000000,0.198934,neutral,neutral,0.248668,neutral
ENSG00000151413,NUBPL,37800,gene-driven,3.001900300780846e-06,24.04623571147386,1.1683452344353621e-05,True,1.168345e-05,True,2.794343059751091,0.0002653152520569746,True,True,True,False,False,1,False,0.36864480117437,0.0,3.447803,0.174451,0.832383,0.141309,-3.273352,0.582831,0.736429,0.870627,0.000000,0.599045,0.000000,0.043627,0.620024,0.000000,0.165913,gene-driven,gene-driven,0.207391,gene-driven
ENSG00000151422,FER,147210,regulation-driven,0.5,-0.0008364774403162301,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.680505637649941,0.0,4.674727,0.145023,0.952473,0.099797,-4.529704,0.079815,0.060917,0.500000,0.000000,0.146210,0.000000,0.403096,0.895657,0.000000,0.324688,regulation-driven,neutral,0.405860,regulation-driven
ENSG00000151458,ANKRD50,112700,gene-driven,0.0,227.1121557729784,0.0,True,0.000000e+00,True,2.031478606506467,9.982126236707245e-11,True,True,True,False,False,0,False,0.6638117833880566,0.0,4.414563,0.540291,0.899254,0.141288,-3.8742720000000004,0.925412,0.982107,0.755633,0.000000,0.769653,0.000000,0.384600,0.758947,0.000000,0.285887,gene-driven,gene-driven,0.357358,gene-driven
ENSG00000151461,,308630,gene-driven (relaxed),0.0,207.7380340333475,0.0,True,0.000000e+00,True,0.6753511954738884,0.001874931495969068,True,True,False,True,False,0,False,0.3927089177965496,0.0,5.173268,0.25583,0.973805,0.097409,-4.917438000000001,0.885404,0.973663,0.337676,0.000000,0.669525,0.000000,0.066948,0.952553,0.000000,0.254875,gene-driven (relaxed),gene-driven (relaxed),0.318594,gene-driven (relaxed)
ENSG00000151468,CCDC3,17270,neutral,0.4298249887984358,0.3024599507371022,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.900229280447282,0.0,3.719532,0.00848,0.862177,0.057825,-3.711052,0.718938,0.597306,0.500000,0.000000,0.530820,0.000000,0.682147,0.722959,0.000000,0.351277,neutral,neutral,0.439096,neutral
ENSG00000151498,ACAD8,44950,neutral,0.1208453951666109,2.840192191091774,0.31519926353367733,False,3.151993e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.6070566007589014,0.0,4.37387,0.381886,0.803363,0.111815,-3.991984,0.441898,0.397266,0.500000,0.000000,0.373844,0.000000,0.323482,0.788098,0.000000,0.277895,neutral,neutral,0.347369,neutral
ENSG00000151500,THYN1,45530,gene-driven,1.305777772309114e-05,21.1059588542339,4.839745632984749e-05,True,4.839746e-05,True,0.6965728046246387,0.1996655401796747,False,True,False,False,False,0,False,0.47707879448698814,0.0,3.200765,0.48237,0.75912,0.140704,-2.718395,0.512465,0.688380,0.348286,0.000000,0.455534,0.000000,0.166064,0.478689,0.000000,0.161188,gene-driven,gene-driven,0.201485,gene-driven
ENSG00000151532,VTI1A,35180,neutral,0.5,-0.004192998989310581,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,1,False,0.35782780375791734,0.0,5.381502,0.397557,0.971209,0.173109,-4.983945,0.517089,0.410736,0.500000,0.000000,0.404202,0.000000,0.035384,0.959992,0.000000,0.248844,neutral,neutral,0.311055,neutral
ENSG00000151572,ANO4,224430,gene-driven,0.0,85.76593629925628,0.0,True,0.000000e+00,True,1.345993301285732,0.06745856882448342,False,True,False,False,False,0,False,0.8389881631607364,0.0,5.07945,0.142279,0.954194,0.085328,-4.937170999999999,0.893647,0.863088,0.607168,0.000000,0.693136,0.000000,0.585645,0.954966,0.000000,0.385153,gene-driven,gene-driven,0.481441,gene-driven
